city1,city2,dist,vol,avg_fare,largest_carrier,mkt_share,avg_fare_largest_carrier,lowest_fare_carrier,mkt_share_lowest_fare,avg_fare_lowest_carrier
MIA,RAP,1792,5.22,$386.37,DL,45.8,$330.37,DL,45.8,$330.37
MIA,RDM,2607,3.37,$516.51,AA,41.9,$550.03,UA,16.1,$362.30
MIA,RDU,700,421.63,$163.63,AA,83.6,$156.72,AA,83.6,$156.72
MIA,RIC,825,95.98,$203.80,DL,33.6,$193.19,DL,33.6,$193.19
MIA,RNO,2464,24.46,$353.42,AA,78.2,$349.74,UA,12.4,$338.57
MIA,ROA,795,17.07,$267.23,US,75.2,$277.70,DL,19.8,$230.90
MIA,ROC,1203,41.96,$246.47,DL,54.2,$226.65,DL,54.2,$226.65
MIA,SAN,2267,226.52,$302.83,AA,72.6,$299.11,AA,72.6,$299.11
MIA,SAT,1143,104.46,$284.67,AA,49.2,$277.82,AA,49.2,$277.82
MIA,SAV,440,20.76,$324.31,DL,67.5,$311.64,DL,67.5,$311.64
MIA,SBA,2426,5.65,$371.70,AA,76.9,$341.43,AA,76.9,$341.43
MIA,SBN,1150,10.43,$320.53,DL,72.9,$331.57,UA,13.5,$284.44
MIA,SBY,908,7.07,$190.95,US,95.4,$188.08,US,95.4,$188.08
MIA,SCE,1047,10.11,$316.46,US,66.7,$310.75,US,66.7,$310.75
MIA,SDF,910,111.63,$225.83,AA,53.4,$230.44,DL,26.5,$206.42
MIA,SGF,1102,15.43,$279.76,AA,49.3,$298.59,DL,39.4,$254.93
MIA,SLC,2088,133.48,$314.60,DL,44.1,$375.09,AA,34.4,$257.14
MIA,SMF,2552,54.13,$327.49,AA,46.6,$330.40,DL,22.9,$304.65
MIA,SNA,2310,44.13,$311.53,AA,50.3,$285.61,AA,50.3,$285.61
MIA,SYR,1217,39.78,$296.37,DL,44.5,$284.89,DL,44.5,$284.89
MIA,TLH,402,143.91,$232.46,AA,95.0,$229.34,AA,95.0,$229.34
MIA,TPA,204,317.93,$153.78,AA,99.2,$153.79,AA,99.2,$153.79
MIA,TRI,746,14.13,$243.29,US,50.0,$203.04,US,50.0,$203.04
MIA,TTN,1047,0.65,$124.74,,0.0,$0.00,,0.0,"$9,999.00"
MIA,TUL,1168,50.11,$254.65,AA,59.9,$248.10,AA,59.9,$248.10
MIA,TVC,1339,5.65,$324.13,AA,59.6,$318.84,DL,34.6,$295.54
MIA,TYS,724,42.07,$270.54,DL,53.2,$268.15,DL,53.2,$268.15
MKE,ORF,747,44.13,$197.92,DL,45.3,$200.94,WN,21.9,$186.61
MKE,PHF,725,7.93,$222.99,US,54.8,$208.87,US,54.8,$208.87
MLB,ORF,659,10.22,$193.00,DL,74.5,$181.04,DL,74.5,$181.04
MLB,PHF,667,2.83,$178.66,US,53.9,$193.86,DL,42.3,$168.20
MOB,BOS,1248,25.87,$272.00,DL,42.4,$293.67,US,39.1,$249.53
MOB,BUR,1770,0.76,$349.29,UA,57.1,$294.50,UA,57.1,$294.50
MOB,BWI,878,21.63,$236.40,DL,50.3,$245.14,US,40.7,$228.56
MOB,CAK,801,2.61,$287.42,US,62.5,$276.78,US,62.5,$276.78
MOB,CLE,820,8.15,$355.56,DL,37.3,$296.75,DL,37.3,$296.75
MOB,DCA,849,20.76,$309.68,DL,50.8,$338.73,US,41.4,$288.48
MOB,EWR,1047,23.26,$329.66,US,48.1,$288.62,US,48.1,$288.62
MOB,FLL,586,11.41,$329.40,DL,74.3,$337.25,US,22.9,$309.27
MOB,HOU,427,1.09,$374.94,DL,60.0,$405.45,AA,40.0,$329.18
MOB,HPN,1082,2.83,$359.55,DL,69.2,$331.64,DL,69.2,$331.64
MOB,IAD,835,8.91,$347.04,US,41.5,$353.57,DL,34.2,$349.77
MOB,IAH,427,78.80,$414.10,UA,96.0,$418.86,UA,96.0,$418.86
MOB,ISP,1097,0.43,$688.25,US,75.0,$594.00,US,75.0,$594.00
MOB,JFK,1062,10.22,$258.99,DL,53.2,$251.03,DL,53.2,$251.03
MOB,LAX,1773,35.00,$370.42,UA,48.8,$348.44,AA,27.0,$316.93
MOB,LGA,1063,46.74,$274.45,DL,56.1,$274.62,DL,56.1,$274.62
MOB,LGB,1758,0.11,$341.00,,0.0,$0.00,,0.0,"$9,999.00"
MOB,MDW,765,4.89,$290.32,DL,100.0,$290.32,DL,100.0,$290.32
MOB,MHT,1253,5.22,$260.76,DL,60.4,$220.60,DL,60.4,$220.60
MOB,MIA,590,7.83,$309.47,DL,83.3,$302.71,DL,83.3,$302.71
MOB,OAK,1993,1.41,$655.46,US,53.9,$657.43,DL,46.2,$653.17
MOB,ONT,1726,5.87,$306.13,UA,53.7,$279.21,UA,53.7,$279.21
MOB,ORD,779,40.43,$315.19,UA,55.9,$329.44,US,29.0,$276.79
MOB,ORF,813,13.91,$317.82,US,48.4,$342.02,DL,44.5,$298.40
MOB,PHF,807,4.24,$338.68,DL,48.7,$370.11,US,38.5,$320.43
MOB,PVD,1205,5.00,$285.24,DL,56.5,$277.42,DL,56.5,$277.42
MOB,SFO,2001,25.43,$375.74,UA,61.5,$378.73,AA,17.1,$346.23
MOB,SJC,1976,6.63,$290.90,AA,50.8,$277.51,AA,50.8,$277.51
MOB,SNA,1742,10.00,$318.23,UA,55.4,$352.08,AA,32.6,$266.86
MOB,SWF,1084,0.22,$222.00,US,100.0,$222.00,US,100.0,$222.00
MSN,ORF,818,14.78,$249.84,DL,65.4,$254.30,UA,24.3,$232.77
MSN,PHF,795,1.20,$283.53,DL,81.8,$290.39,DL,81.8,$290.39
MSP,BUR,1523,38.59,$275.97,WN,53.2,$255.79,WN,53.2,$255.79
MSP,EWR,1008,497.93,$387.39,DL,43.5,$381.63,DL,43.5,$381.63
MSP,FLL,1487,408.04,$232.49,DL,55.9,$275.45,NK,18.3,$126.85
MSP,HPN,1021,32.50,$299.46,DL,51.8,$307.32,US,20.1,$273.83
MSP,ISP,1057,6.20,$239.04,US,86.0,$239.65,US,86.0,$239.65
MSP,JFK,1029,539.35,$212.50,SY,61.7,$171.84,SY,61.7,$171.84
MSP,LAX,1535,"1,334.35",$246.55,DL,49.6,$297.49,NK,11.7,$117.17
MSP,LGA,1020,"1,186.41",$305.61,DL,58.0,$361.77,AA,25.1,$228.56
MSP,LGB,1529,11.74,$296.54,US,72.2,$286.06,US,72.2,$286.06
MSP,MIA,1501,357.17,$258.50,DL,57.1,$265.88,AA,22.5,$251.75
MSP,OAK,1578,58.37,$287.14,WN,41.7,$271.32,WN,41.7,$271.32
MSP,ONT,1494,86.63,$270.52,WN,43.5,$249.24,WN,43.5,$249.24
MSP,ORF,1045,106.74,$246.67,DL,49.6,$276.19,US,32.2,$211.17
MSP,PHF,1022,14.78,$256.12,US,45.6,$239.27,US,45.6,$239.27
MSP,SFO,1589,"1,180.65",$282.42,DL,47.1,$328.64,SY,28.3,$212.99
MSP,SJC,1576,179.78,$317.59,DL,65.1,$341.50,WN,14.5,$247.76
MSP,SNA,1522,291.20,$310.48,DL,61.7,$350.48,US,12.9,$267.36
MSP,SWF,991,13.91,$267.55,DL,75.0,$270.98,US,24.2,$258.33
MSP,TPA,1306,639.78,$211.73,DL,59.8,$240.55,NK,13.6,$106.62
MSY,ORF,940,88.80,$239.71,DL,32.7,$238.89,WN,26.4,$237.22
MSY,PHF,933,15.22,$269.47,US,65.7,$279.84,DL,30.0,$236.54
MYR,BUR,2251,0.43,$475.50,US,100.0,$475.50,US,100.0,$475.50
MYR,EWR,550,62.28,$184.87,US,52.2,$209.07,UA,37.5,$158.27
MYR,FLL,529,88.48,$115.15,NK,87.7,$94.73,NK,87.7,$94.73
MYR,HOU,1002,4.57,$282.32,DL,97.6,$283.99,DL,97.6,$283.99
MYR,HPN,585,5.43,$220.38,US,92.0,$212.63,US,92.0,$212.63
MYR,IAH,997,22.72,$233.41,US,43.1,$268.64,NK,27.3,$118.28
MYR,ISP,586,1.63,$209.53,US,100.0,$209.53,US,100.0,$209.53
MYR,JFK,558,4.57,$266.33,US,66.7,$222.37,US,66.7,$222.37
MYR,LAX,2257,27.93,$313.43,US,40.9,$333.39,NK,19.5,$141.39
MYR,LGA,563,426.30,$94.03,NK,95.4,$86.49,NK,95.4,$86.49
MYR,LGB,2244,0.22,$400.50,US,50.0,$434.23,US,50.0,$434.23
MYR,MIA,549,3.80,$260.82,US,74.3,$256.84,US,74.3,$256.84
MYR,OAK,2429,0.43,$260.75,DL,75.0,$258.76,DL,75.0,$258.76
MYR,ONT,2210,1.85,$389.06,DL,47.1,$371.88,DL,47.1,$371.88
MYR,SFO,2438,25.33,$367.28,US,64.8,$338.28,US,64.8,$338.28
MYR,SJC,2416,1.74,$307.38,DL,50.0,$251.75,DL,50.0,$251.75
MYR,SNA,2230,7.28,$350.93,DL,88.1,$339.07,DL,88.1,$339.07
MYR,SWF,601,1.85,$263.84,US,94.1,$270.31,US,94.1,$270.31
MYR,TPA,447,19.46,$225.03,US,59.8,$213.67,US,59.8,$213.67
OAK,BUR,325,"2,006.85",$137.12,WN,99.7,$137.08,WN,99.7,$137.08
OAK,CVG,2026,4.67,$470.88,DL,83.7,$483.80,DL,83.7,$483.80
OAK,FLL,2576,35.98,$292.05,WN,71.3,$298.52,US,17.5,$284.50
OAK,LAN,2003,0.54,$339.80,DL,100.0,$339.80,DL,100.0,$339.80
OAK,LAX,337,"1,869.13",$126.98,WN,83.5,$128.51,DL,15.3,$116.97
OAK,LBB,1178,4.78,$321.06,WN,97.7,$318.50,WN,97.7,$318.50
OAK,LEX,2042,1.30,$393.00,DL,58.3,$389.72,DL,58.3,$389.72
OAK,LFT,1803,0.22,$457.59,AA,50.0,$286.17,AA,50.0,$286.17
OAK,LGB,353,597.17,$107.07,B6,100.0,$107.07,B6,100.0,$107.07
OAK,LIT,1681,20.11,$258.48,WN,97.3,$254.15,WN,97.3,$254.15
OAK,LNK,1377,0.43,$369.24,DL,50.0,$355.97,DL,50.0,$355.97
OAK,LWS,654,3.80,$230.72,AS,74.3,$238.90,DL,25.7,$207.10
OAK,LYH,2342,0.33,$527.33,US,100.0,$527.33,US,100.0,$527.33
OAK,MAF,1203,6.30,$323.36,WN,93.1,$322.78,WN,93.1,$322.78
OAK,MBS,2026,0.33,$297.37,DL,100.0,$297.37,DL,100.0,$297.37
OAK,MCI,1489,264.67,$221.56,WN,87.4,$221.53,WN,87.4,$221.53
OAK,MEM,1798,11.63,$380.58,WN,49.5,$251.95,WN,49.5,$251.95
OAK,MFE,1611,0.54,$596.20,,0.0,$0.00,,0.0,"$9,999.00"
OAK,MFR,323,1.09,$164.79,AS,90.0,$172.62,AS,90.0,$172.62
OAK,MGM,2053,0.98,$386.56,DL,88.9,$376.38,DL,88.9,$376.38
OAK,MIA,2577,2.50,$432.25,DL,60.9,$417.79,DL,60.9,$417.79
OAK,MKE,1835,29.46,$268.89,WN,87.8,$266.75,WN,87.8,$266.75
OAK,MLB,2484,0.22,$461.50,DL,100.0,$461.50,DL,100.0,$461.50
OAK,MLI,1703,0.76,$233.00,DL,85.7,$239.33,AA,14.3,$195.00
OAK,MLU,1739,0.33,$271.67,DL,100.0,$271.67,DL,100.0,$271.67
OAK,MSN,1762,4.02,$325.38,DL,97.3,$325.09,DL,97.3,$325.09
OAK,MSO,758,27.17,$206.50,AS,61.2,$186.74,AS,61.2,$186.74
OAK,MSY,1903,96.74,$300.29,WN,91.6,$296.88,WN,91.6,$296.88
OAK,OAJ,2475,0.76,$348.24,DL,42.9,$362.33,US,42.9,$346.56
OAK,OKC,1375,30.11,$294.12,WN,88.1,$285.80,WN,88.1,$285.80
OAK,OMA,1423,38.70,$284.36,WN,86.0,$280.47,WN,86.0,$280.47
OAK,ONT,362,"1,108.26",$128.69,WN,99.5,$128.51,WN,99.5,$128.51
OAK,ORF,2510,14.57,$320.79,WN,85.1,$316.67,WN,85.1,$316.67
OAK,PBI,2559,0.65,$432.17,US,33.3,$273.00,US,33.3,$273.00
OAK,PDX,543,939.89,$136.52,WN,69.8,$140.79,AS,29.7,$126.33
OAK,PHF,2490,0.54,$545.00,DL,20.0,$638.86,DL,20.0,$638.86
OAK,PHL,2511,80.43,$283.53,WN,59.1,$273.63,WN,59.1,$273.63
OAK,PIA,1748,0.43,$226.38,AA,75.0,$238.50,DL,25.0,$190.00
OAK,PNS,2057,4.46,$324.38,WN,63.4,$296.08,WN,63.4,$296.08
OAK,PSC,611,8.15,$232.93,AS,65.3,$238.79,DL,33.3,$214.86
OAK,PSP,418,1.63,$271.80,US,100.0,$271.80,US,100.0,$271.80
OAK,PUW,675,3.48,$246.15,AS,100.0,$246.15,AS,100.0,$246.15
OAK,PVU,591,55.33,$95.66,G4,100.0,$95.66,G4,100.0,$95.66
OAK,PWM,2713,3.59,$316.57,B6,63.6,$263.99,B6,63.6,$263.99
OAK,RAP,1091,0.76,$433.14,DL,85.7,$445.44,DL,85.7,$445.44
OAK,RDM,454,12.39,$149.62,AS,100.0,$149.62,AS,100.0,$149.62
OAK,RDU,2390,51.74,$253.75,WN,77.3,$250.67,WN,77.3,$250.67
OAK,RIC,2439,4.02,$345.68,DL,56.8,$295.40,DL,56.8,$295.40
OAK,RNO,181,1.20,$73.45,G4,81.8,$58.22,G4,81.8,$58.22
OAK,ROA,2301,1.30,$352.77,DL,58.3,$260.20,DL,58.3,$260.20
OAK,ROC,2351,10.76,$286.50,WN,67.7,$273.42,WN,67.7,$273.42
OAK,SAN,446,"1,577.50",$142.22,WN,97.9,$142.29,WN,97.9,$142.29
OAK,SAT,1476,72.83,$266.63,WN,77.2,$265.32,US,17.3,$258.15
OAK,SAV,2342,1.20,$520.32,DL,72.7,$557.56,DL,72.7,$557.56
OAK,SBA,263,0.22,$216.50,,0.0,$0.00,,0.0,"$9,999.00"
OAK,SBN,1919,0.87,$491.50,DL,100.0,$491.50,DL,100.0,$491.50
OAK,SCE,2363,0.43,$326.25,DL,50.0,$228.00,DL,50.0,$228.00
OAK,SDF,1980,27.83,$324.72,WN,93.8,$321.95,WN,93.8,$321.95
OAK,SGF,1579,0.33,$350.00,AA,33.3,$400.00,DL,33.3,$340.00
OAK,SLC,588,673.04,$204.22,WN,55.9,$205.16,WN,55.9,$205.16
OAK,SNA,371,"1,404.89",$144.22,WN,99.0,$144.01,WN,99.0,$144.01
OAK,SRQ,2402,1.63,$399.44,DL,60.0,$419.37,B6,20.0,$352.00
OAK,SUN,576,0.54,$371.00,DL,100.0,$371.00,DL,100.0,$371.00
OAK,SYR,2429,5.43,$275.23,B6,78.0,$277.04,DL,16.0,$257.63
OAK,TLH,2214,0.43,$445.67,DL,75.0,$461.33,DL,75.0,$461.33
OAK,TPA,2385,50.43,$322.87,WN,67.9,$311.48,WN,67.9,$311.48
OAK,TRI,2184,0.43,$345.50,DL,100.0,$345.50,DL,100.0,$345.50
OAK,TUL,1456,34.78,$308.93,WN,95.3,$307.75,WN,95.3,$307.75
OAK,TVC,1951,1.09,$313.30,DL,90.0,$319.78,AA,10.0,$255.00
OAK,TYR,1559,0.22,$375.00,,0.0,$0.00,,0.0,"$9,999.00"
OAK,TYS,2110,0.87,$541.93,DL,50.0,$493.36,US,25.0,$418.50
OAK,YKM,617,3.48,$177.81,AS,100.0,$177.81,AS,100.0,$177.81
OAK,YUM,554,4.35,$234.62,US,97.5,$239.10,US,97.5,$239.10
OMA,ORF,1099,31.09,$242.72,DL,43.0,$233.97,DL,43.0,$233.97
OMA,PHF,1078,3.91,$257.15,US,50.0,$272.17,DL,41.7,$235.23
ONT,CVG,1854,18.04,$393.27,DL,43.4,$463.43,AA,21.7,$313.82
ONT,LAN,1876,0.87,$222.63,UA,100.0,$222.63,UA,100.0,$222.63
ONT,LAW,1096,2.28,$275.78,AA,100.0,$275.78,AA,100.0,$275.78
ONT,LBB,907,11.20,$265.54,WN,53.4,$267.02,UA,23.3,$215.78
ONT,LEX,1858,3.37,$396.77,AA,41.9,$338.92,UA,22.6,$332.00
ONT,LFT,1521,5.65,$290.02,UA,61.5,$285.87,UA,61.5,$285.87
ONT,LIT,1447,25.43,$271.48,WN,61.5,$259.65,WN,61.5,$259.65
ONT,LNK,1234,1.63,$302.93,UA,60.0,$321.53,US,26.7,$249.50
ONT,LRD,1166,2.72,$324.40,AA,84.0,$307.95,AA,84.0,$307.95
ONT,LSE,1563,1.20,$403.55,AA,45.5,$392.00,DL,45.5,$364.00
ONT,LWS,850,2.17,$259.00,AS,65.0,$237.85,AS,65.0,$237.85
ONT,LYH,2157,0.98,$349.78,US,88.9,$337.16,US,88.9,$337.16
ONT,MAF,905,14.24,$300.34,WN,67.9,$310.63,AA,17.6,$248.06
ONT,MBS,1909,0.98,$353.00,DL,33.3,$318.23,DL,33.3,$318.23
ONT,MCI,1318,86.85,$270.04,WN,70.0,$269.80,WN,70.0,$269.80
ONT,MEM,1572,23.70,$341.71,DL,36.2,$379.37,AA,33.9,$299.11
ONT,MFE,1277,6.09,$363.32,AA,71.4,$378.14,UA,23.2,$331.77
ONT,MFR,641,22.28,$210.36,AS,59.5,$192.32,AS,59.5,$192.32
ONT,MGM,1806,3.91,$276.56,AA,86.1,$257.97,AA,86.1,$257.97
ONT,MKE,1712,49.78,$238.76,WN,73.6,$221.33,WN,73.6,$221.33
ONT,MLB,2217,0.33,$468.33,US,66.7,$543.00,DL,33.3,$319.00
ONT,MLI,1561,8.15,$257.26,AA,62.7,$236.43,AA,62.7,$236.43
ONT,MLU,1480,3.70,$258.06,AA,58.8,$275.80,UA,41.2,$232.71
ONT,MOT,1293,2.50,$394.61,UA,91.3,$402.45,UA,91.3,$402.45
ONT,MRY,296,2.93,$194.97,UA,92.6,$202.52,UA,92.6,$202.52
ONT,MSN,1643,10.54,$298.46,AA,32.0,$227.99,AA,32.0,$227.99
ONT,MSO,906,10.87,$242.96,DL,68.0,$261.12,AS,26.0,$196.04
ONT,MSY,1624,58.37,$300.83,WN,61.3,$273.56,WN,61.3,$273.56
ONT,OAJ,2269,3.59,$289.97,US,97.0,$292.81,US,97.0,$292.81
ONT,OKC,1140,47.72,$290.92,WN,64.7,$279.08,WN,64.7,$279.08
ONT,OMA,1286,43.48,$273.14,WN,66.5,$264.29,WN,66.5,$264.29
ONT,ORF,2325,27.39,$308.96,WN,38.5,$291.40,WN,38.5,$291.40
ONT,PBI,2284,8.70,$289.61,AA,77.5,$291.11,UA,12.5,$240.66
ONT,PDX,838,420.00,$163.25,AS,49.8,$165.01,WN,43.4,$158.98
ONT,PGV,2272,1.09,$346.56,US,100.0,$346.56,US,100.0,$346.56
ONT,PHF,2307,1.96,$367.72,US,55.6,$360.75,DL,27.8,$320.00
ONT,PHL,2356,97.83,$252.63,US,38.8,$302.27,UA,17.1,$197.01
ONT,PIA,1595,4.78,$261.08,AA,54.6,$233.49,AA,54.6,$233.49
ONT,PNS,1791,10.43,$316.32,AA,41.7,$304.82,UA,36.5,$297.50
ONT,PSC,846,26.85,$203.82,AS,57.9,$199.45,UA,14.6,$184.35
ONT,PUW,876,1.85,$277.15,AS,88.2,$278.13,AS,88.2,$278.13
ONT,PWM,2598,4.13,$371.29,UA,36.8,$220.35,UA,36.8,$220.35
ONT,RAP,1040,5.87,$319.51,DL,55.6,$298.16,DL,55.6,$298.16
ONT,RDD,514,3.70,$264.62,UA,100.0,$264.62,UA,100.0,$264.62
ONT,RDM,729,14.13,$176.51,AS,76.2,$179.12,UA,16.9,$156.05
ONT,RDU,2192,40.54,$291.50,WN,61.4,$282.22,AA,23.1,$280.26
ONT,RIC,2258,15.33,$314.74,AA,58.2,$287.66,UA,14.2,$275.67
ONT,RNO,394,77.72,$174.28,WN,93.2,$175.60,WN,93.2,$175.60
ONT,ROA,2114,2.07,$422.05,US,52.6,$436.10,UA,42.1,$435.71
ONT,ROC,2227,3.80,$303.74,WN,45.7,$239.88,WN,45.7,$239.88
ONT,SAF,663,0.33,$221.00,UA,100.0,$221.00,UA,100.0,$221.00
ONT,SAT,1166,86.41,$284.72,WN,53.8,$282.84,AA,15.1,$278.30
ONT,SAV,2105,7.83,$346.02,AA,61.1,$327.09,UA,18.1,$314.34
ONT,SBN,1778,6.96,$243.61,US,51.6,$257.49,UA,39.1,$211.95
ONT,SBP,191,0.11,$598.50,UA,100.0,$598.50,UA,100.0,$598.50
ONT,SBY,2350,0.43,$459.00,US,100.0,$459.00,US,100.0,$459.00
ONT,SCE,2215,1.41,$292.62,UA,30.8,$250.25,DL,15.4,$205.50
ONT,SDF,1796,43.48,$296.74,WN,69.5,$285.75,WN,69.5,$285.75
ONT,SGF,1376,13.70,$307.40,AA,83.3,$298.24,AA,83.3,$298.24
ONT,SJT,1012,2.39,$272.55,AA,100.0,$272.55,AA,100.0,$272.55
ONT,SLC,558,179.46,$205.86,DL,53.0,$217.01,WN,38.0,$192.26
ONT,SMF,390,"1,017.93",$149.26,WN,99.0,$148.91,WN,99.0,$148.91
ONT,SPI,1589,0.54,$349.80,AA,60.0,$289.67,AA,60.0,$289.67
ONT,SPS,1095,2.72,$301.56,AA,92.0,$285.39,AA,92.0,$285.39
ONT,SRQ,2125,1.20,$344.81,DL,45.5,$281.00,DL,45.5,$281.00
ONT,SUN,676,1.20,$305.21,DL,90.9,$318.90,DL,90.9,$318.90
ONT,SYR,2306,3.91,$355.96,US,30.6,$339.77,US,30.6,$339.77
ONT,TLH,1955,2.39,$319.32,AA,59.1,$288.47,AA,59.1,$288.47
ONT,TOL,1907,0.43,$324.00,AA,50.0,$372.50,AA,50.0,$372.50
ONT,TPA,2112,55.98,$308.55,WN,36.1,$295.96,AA,23.1,$286.66
ONT,TRI,1986,2.07,$383.23,US,68.4,$378.64,US,68.4,$378.64
ONT,TUL,1236,51.20,$287.92,WN,70.9,$290.23,AA,18.1,$270.82
ONT,TVC,1850,1.09,$258.30,UA,80.0,$264.00,DL,20.0,$235.50
ONT,TXK,1357,2.61,$218.40,AA,100.0,$218.40,AA,100.0,$218.40
ONT,TYR,1289,2.83,$249.17,AA,73.1,$222.97,AA,73.1,$222.97
ONT,TYS,1902,7.61,$360.12,UA,47.1,$371.43,AA,34.3,$346.67
ONT,YKM,877,6.63,$186.30,AS,96.7,$188.87,AS,96.7,$188.87
ONT,YUM,198,0.22,$272.25,US,100.0,$272.25,US,100.0,$272.25
ORD,BUR,1734,27.07,$276.23,UA,47.4,$249.42,UA,47.4,$249.42
ORD,CHA,501,78.59,$197.79,AA,54.1,$176.09,AA,54.1,$176.09
ORD,CHO,567,89.46,$230.17,AA,64.0,$228.59,AA,64.0,$228.59
ORD,CHS,760,205.76,$240.79,UA,59.5,$234.64,UA,59.5,$234.64
ORD,CID,196,44.24,$197.10,AA,56.0,$186.30,AA,56.0,$186.30
ORD,CLL,915,14.46,$261.41,AA,60.2,$262.92,UA,36.8,$247.01
ORD,CLT,599,997.93,$215.46,US,62.0,$209.71,US,62.0,$209.71
ORD,CMH,296,593.91,$181.27,AA,50.3,$187.62,UA,45.8,$172.96
ORD,CMI,135,17.28,$213.59,AA,100.0,$213.59,AA,100.0,$213.59
ORD,CMX,359,28.91,$159.06,UA,99.3,$159.74,UA,99.3,$159.74
ORD,COU,315,39.02,$173.29,AA,100.0,$173.29,AA,100.0,$173.29
ORD,CRP,1119,22.93,$268.10,UA,50.7,$255.65,UA,50.7,$255.65
ORD,CRW,416,31.20,$299.50,UA,69.3,$294.53,UA,69.3,$294.53
ORD,CVG,265,308.80,$336.54,AA,34.5,$328.75,AA,34.5,$328.75
ORD,DAB,962,38.91,$221.78,DL,67.0,$221.15,DL,67.0,$221.15
ORD,DAY,240,84.78,$301.94,UA,56.2,$323.61,AA,39.6,$273.84
ORD,DLH,397,75.22,$161.41,UA,92.5,$157.81,UA,92.5,$157.81
ORD,DSM,299,218.59,$190.26,UA,51.8,$198.70,AA,44.7,$181.71
ORD,DTW,235,890.76,$187.41,DL,52.7,$177.61,DL,52.7,$177.61
ORD,EAU,268,37.28,$128.91,UA,99.7,$129.06,UA,99.7,$129.06
ORD,ECP,810,16.52,$257.11,DL,96.7,$258.04,DL,96.7,$258.04
ORD,EGE,1007,38.26,$311.83,AA,73.3,$297.27,AA,73.3,$297.27
ORD,ELM,566,11.74,$292.55,DL,82.4,$292.58,DL,82.4,$292.58
ORD,ERI,398,13.70,$199.21,UA,56.4,$194.94,UA,56.4,$194.94
ORD,EUG,1780,37.72,$289.86,UA,72.3,$280.62,UA,72.3,$280.62
ORD,EVV,273,53.48,$256.26,AA,97.8,$254.32,AA,97.8,$254.32
ORD,EWN,756,20.22,$206.92,US,59.7,$207.68,DL,21.5,$177.38
ORD,EWR,719,"1,488.04",$294.75,UA,80.5,$302.58,AA,13.0,$264.84
ORD,EYW,1251,37.17,$306.96,DL,35.4,$291.26,DL,35.4,$291.26
ORD,FAR,557,80.22,$304.47,UA,47.3,$311.82,AA,37.9,$293.61
ORD,FAT,1730,109.89,$244.84,UA,40.7,$250.75,AA,40.4,$218.14
ORD,FAY,686,33.04,$179.47,US,40.5,$194.81,DL,32.2,$157.81
ORD,FCA,1352,13.70,$417.18,DL,46.8,$377.75,AS,14.3,$341.80
ORD,FLL,1182,"1,212.07",$214.17,AA,39.6,$255.02,NK,34.3,$127.43
ORD,FLO,698,14.24,$197.86,US,96.2,$200.30,US,96.2,$200.30
ORD,FNT,223,39.02,$199.97,AA,92.2,$197.05,AA,92.2,$197.05
ORD,FSD,462,89.78,$299.02,UA,62.4,$314.55,AA,29.9,$268.91
ORD,FWA,157,39.67,$164.08,UA,54.8,$164.26,AA,41.4,$162.17
ORD,GEG,1498,90.22,$253.31,DL,37.5,$266.39,UA,30.0,$218.95
ORD,GFK,613,7.93,$325.20,DL,98.6,$326.02,DL,98.6,$326.02
ORD,GJT,1100,19.57,$269.89,UA,83.9,$261.76,UA,83.9,$261.76
ORD,GNV,904,23.48,$256.87,DL,57.9,$250.16,DL,57.9,$250.16
ORD,GPT,801,13.80,$288.84,DL,28.4,$294.06,US,18.1,$257.33
ORD,GRB,173,22.17,$278.31,AA,50.5,$271.08,AA,50.5,$271.08
ORD,GRK,932,12.39,$253.82,AA,66.7,$241.67,AA,66.7,$241.67
ORD,GRR,137,37.61,$285.68,AA,50.9,$258.51,AA,50.9,$258.51
ORD,GSO,589,122.83,$289.80,UA,58.3,$295.27,US,36.6,$273.78
ORD,GSP,578,108.91,$201.64,UA,61.5,$193.97,UA,61.5,$193.97
ORD,GTF,1210,9.78,$353.81,DL,50.0,$331.23,DL,50.0,$331.23
ORD,HDN,1009,10.43,$330.22,UA,82.3,$326.47,UA,82.3,$326.47
ORD,HHH,781,13.80,$297.33,US,83.5,$289.71,US,83.5,$289.71
ORD,HLN,1231,10.11,$346.19,DL,59.1,$340.57,DL,59.1,$340.57
ORD,HOU,945,8.48,$346.94,AA,60.3,$400.86,DL,30.8,$257.41
ORD,HPN,738,225.87,$318.87,AA,62.4,$317.65,AA,62.4,$317.65
ORD,HRL,1219,13.48,$241.68,UA,84.7,$253.31,DL,14.5,$164.89
ORD,HVN,778,14.13,$199.33,US,70.8,$195.06,US,70.8,$195.06
ORD,IAH,925,"1,411.52",$268.17,UA,62.6,$322.66,NK,22.3,$109.74
ORD,IDA,1230,13.70,$452.26,DL,57.1,$399.54,DL,57.1,$399.54
ORD,ILG,663,0.11,$114.31,,0.0,$0.00,,0.0,"$9,999.00"
ORD,ILM,760,63.59,$201.12,US,70.8,$205.53,DL,18.6,$177.91
ORD,IND,177,220.87,$187.40,UA,56.6,$196.10,AA,39.4,$177.12
ORD,ISP,773,7.72,$197.79,US,73.2,$193.65,US,73.2,$193.65
ORD,ITH,588,20.33,$268.66,DL,37.4,$286.45,US,32.6,$260.25
ORD,JAC,1162,29.35,$420.10,UA,88.2,$422.76,DL,10.0,$379.44
