DATES,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,INJURED,KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
1/13/2013,21:15,BROOKLYN,11209,40.6314439,-74.0188928,"(40.6314439, -74.0188928)",OVINGTON AVENUE,6 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,142052,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
1/13/2013,4:00,BRONX,10466,40.8823995,-73.8404178,"(40.8823995, -73.8404178)",NEEDHAM AVENUE,EDSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,96462,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/13/2013,4:10,BROOKLYN,11205,40.693341,-73.9668817,"(40.693341, -73.9668817)",MYRTLE AVENUE,WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,192320,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,5:04,,,40.8221447,-73.8878132,"(40.8221447, -73.8878132)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2881252,PASSENGER VEHICLE,,,,
1/13/2013,6:00,QUEENS,11426,40.7240375,-73.7256732,"(40.7240375, -73.7256732)",JAMAICA AVENUE,242 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,222082,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/13/2013,6:00,,,,,,,,,0,0,0,0,0,0,0,0,Tow Hitch Defective,,,,,2937788,PICK-UP TRUCK,,,,
1/13/2013,7:14,,,40.8155431,-73.9341511,"(40.8155431, -73.9341511)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2864389,PICK-UP TRUCK,,,,
1/13/2013,8:25,BROOKLYN,11201,40.6873594,-73.9978726,"(40.6873594, -73.9978726)",HENRY STREET,BALTIC STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,171311,OTHER,PASSENGER VEHICLE,,,
1/13/2013,15:26,BROOKLYN,11212,40.6643768,-73.9237498,"(40.6643768, -73.9237498)",RUTLAND ROAD,ROCKAWAY PARKWAY,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,136855,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/13/2013,15:30,MANHATTAN,10037,40.816662,-73.9389911,"(40.816662, -73.9389911)",WEST 139 STREET,LENOX AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,66878,SPORT UTILITY / STATION WAGON,,,,
1/13/2013,19:50,,,,,,MYRTLE AVENUE,DUFFIELD STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,188941,PASSENGER VEHICLE,,,,
1/13/2013,20:33,,,,,,,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,2934207,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,0:30,STATEN ISLAND,10308,40.5583351,-74.1442186,"(40.5583351, -74.1442186)",CORBIN AVENUE,DEWEY AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,Unspecified,Unspecified,296109,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
1/13/2013,11:00,MANHATTAN,10031,40.8308453,-73.9472242,"(40.8308453, -73.9472242)",WEST 152 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Illness,Unspecified,,,,65392,SPORT UTILITY / STATION WAGON,TAXI,,,
1/13/2013,12:40,QUEENS,11375,40.7236339,-73.8448206,"(40.7236339, -73.8448206)",108 STREET,JEWEL AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,265317,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
1/13/2013,19:40,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2864393,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/13/2013,20:20,BROOKLYN,11223,40.6051789,-73.9801711,"(40.6051789, -73.9801711)",KINGS HIGHWAY,WEST 7 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,122773,PASSENGER VEHICLE,BICYCLE,,,
1/13/2013,23:55,BROOKLYN,11218,40.63544,-73.9791136,"(40.63544, -73.9791136)",DAHILL ROAD,DITMAS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,131496,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/13/2013,5:30,QUEENS,11418,40.7026895,-73.8394775,"(40.7026895, -73.8394775)",PARK LANE SOUTH,112 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,205203,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1/13/2013,9:55,,,,,,149 ROAD,259 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,222086,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,9:58,BROOKLYN,11204,40.6114466,-73.9911399,"(40.6114466, -73.9911399)",20 AVENUE,74 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,122776,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/13/2013,11:15,BROOKLYN,11222,40.7240986,-73.9509778,"(40.7240986, -73.9509778)",MANHATTAN AVENUE,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,199107,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/13/2013,11:19,QUEENS,11429,40.7135009,-73.7305503,"(40.7135009, -73.7305503)",223 STREET,101 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,222084,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,16:22,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2927238,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
1/13/2013,20:30,BROOKLYN,11230,40.6125498,-73.962859,"(40.6125498, -73.962859)",CONEY ISLAND AVENUE,AVENUE O,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,131491,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/13/2013,21:50,MANHATTAN,10014,40.7396305,-74.0063331,"(40.7396305, -74.0063331)",9 AVENUE,LITTLE WEST 12 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,10283,TAXI,TAXI,,,
1/13/2013,23:50,QUEENS,11378,40.7259197,-73.8953397,"(40.7259197, -73.8953397)",GRAND AVENUE,69 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,215131,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/13/2013,4:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2864392,PASSENGER VEHICLE,,,,
1/13/2013,9:50,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,2833877,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,11:45,,,,,,,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,2912793,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,12:41,MANHATTAN,10023,40.7713942,-73.9821578,"(40.7713942, -73.9821578)",BROADWAY,WEST 63 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,53358,TAXI,TAXI,,,
1/13/2013,0:10,,,,,,,,FMP SKATE PARK,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,256404,PASSENGER VEHICLE,,,,
1/13/2013,7:15,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2921859,UNKNOWN,,,,
1/13/2013,12:05,,,,,,GRAND CONCOURSE,EAST BURNSIDE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,92885,SPORT UTILITY / STATION WAGON,VAN,,,
1/13/2013,19:40,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,2833878,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/13/2013,9:43,,,,,,18 AVENUE,BENSON AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Device Improper/Non-Working,Traffic Control Device Improper/Non-Working,,,,122777,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,17:02,,,40.6663962,-73.8135639,"(40.6663962, -73.8135639)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3023554,PASSENGER VEHICLE,,,,
1/13/2013,0:02,MANHATTAN,10011,40.7378658,-74.000184,"(40.7378658, -74.000184)",WEST 13 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,10284,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,0:05,MANHATTAN,10024,40.7844638,-73.9773661,"(40.7844638, -73.9773661)",AMSTERDAM AVENUE,WEST 81 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,53359,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,0:10,MANHATTAN,10022,40.7545048,-73.9656962,"(40.7545048, -73.9656962)",EAST 51 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,33861,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/13/2013,0:15,STATEN ISLAND,10304,40.6138362,-74.0889644,"(40.6138362, -74.0889644)",,,D/W 41 CEDAR TERRACE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,286827,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/13/2013,0:20,BRONX,10458,40.8640401,-73.8924398,"(40.8640401, -73.8924398)",BAINBRIDGE AVENUE,EAST 193 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Physical Disability,,,,110656,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/13/2013,0:20,MANHATTAN,10017,40.7552424,-73.9732757,"(40.7552424, -73.9732757)",EAST 48 STREET,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,33856,PASSENGER VEHICLE,TAXI,,,
1/13/2013,0:30,BROOKLYN,11213,40.6702792,-73.9254121,"(40.6702792, -73.9254121)",SAINT JOHNS PLACE,BUFFALO AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,173505,BUS,PASSENGER VEHICLE,,,
1/13/2013,0:30,QUEENS,11416,40.6908648,-73.8393004,"(40.6908648, -73.8393004)",ATLANTIC AVENUE,106 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,205199,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1/13/2013,0:30,STATEN ISLAND,10312,40.5411544,-74.1633222,"(40.5411544, -74.1633222)",OAKDALE STREET,LYNDALE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,302136,OTHER,UNKNOWN,,,
1/13/2013,0:30,,,40.7699976,-73.9158178,"(40.7699976, -73.9158178)",,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3102240,SPORT UTILITY / STATION WAGON,LIVERY VEHICLE,,,
1/13/2013,0:33,MANHATTAN,10036,40.7597301,-73.9916833,"(40.7597301, -73.9916833)",WEST 44 STREET,9 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,39970,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,0:42,STATEN ISLAND,10314,40.6074402,-74.1604016,"(40.6074402, -74.1604016)",VICTORY BOULEVARD,SAYBROOK STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,296112,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,0:45,MANHATTAN,10028,40.775292,-73.9536264,"(40.775292, -73.9536264)",EAST 82 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,47174,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/13/2013,0:55,MANHATTAN,10034,40.8662004,-73.9280595,"(40.8662004, -73.9280595)",SEAMAN AVENUE,DYCKMAN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,70817,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
1/13/2013,10:00,BROOKLYN,11237,40.7043102,-73.9192319,"(40.7043102, -73.9192319)",DE KALB AVENUE,WYCKOFF AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,185425,OTHER,OTHER,OTHER,OTHER,
1/13/2013,10:00,MANHATTAN,10022,40.7573816,-73.9667018,"(40.7573816, -73.9667018)",EAST 54 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,33864,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
1/13/2013,10:00,STATEN ISLAND,10305,40.6107459,-74.063666,"(40.6107459, -74.063666)",BAY STREET,HOPE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,286804,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,10:05,BROOKLYN,11215,40.6680296,-73.9839446,"(40.6680296, -73.9839446)",9 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,176883,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,10:15,BRONX,10469,40.8817462,-73.857058,"(40.8817462, -73.857058)",BRONXWOOD AVENUE,EAST 219 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,96469,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,10:21,BROOKLYN,11233,40.6735415,-73.9195395,"(40.6735415, -73.9195395)",SAINT MARKS AVENUE,HOWARD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,161152,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
1/13/2013,10:30,BRONX,10463,40.8782876,-73.9080239,"(40.8782876, -73.9080239)",KINGSBRIDGE AVENUE,WEST 230 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,107698,TAXI,UNKNOWN,,,
1/13/2013,10:30,BRONX,10471,40.9084371,-73.9036734,"(40.9084371, -73.9036734)",WEST 260 STREET,RIVERDALE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,107697,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,10:30,MANHATTAN,10028,40.7771936,-73.9522385,"(40.7771936, -73.9522385)",EAST 85 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,47177,OTHER,SPORT UTILITY / STATION WAGON,,,
1/13/2013,10:30,QUEENS,11105,40.7758321,-73.9037786,"(40.7758321, -73.9037786)",38 STREET,20 ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,274645,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,10:50,MANHATTAN,10024,40.7845371,-73.9735961,"(40.7845371, -73.9735961)",COLUMBUS AVENUE,WEST 83 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,53357,SPORT UTILITY / STATION WAGON,,,,
1/13/2013,11:09,BRONX,10462,40.8508959,-73.8617438,"(40.8508959, -73.8617438)",FOWLER AVENUE,NEILL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,104059,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,11:20,BROOKLYN,11210,40.6273136,-73.9418156,"(40.6273136, -73.9418156)",FLATBUSH AVENUE,AVENUE J,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,127031,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,11:30,BROOKLYN,11219,40.6367041,-73.9903727,"(40.6367041, -73.9903727)",13 AVENUE,46 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,131489,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/13/2013,11:30,MANHATTAN,10003,40.7366908,-73.9931187,"(40.7366908, -73.9931187)",5 AVENUE,WEST 15 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,23025,TAXI,PASSENGER VEHICLE,,,
1/13/2013,11:30,,,40.7462053,-73.7356119,"(40.7462053, -73.7356119)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3079340,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/13/2013,11:33,STATEN ISLAND,10305,40.599504,-74.0671087,"(40.599504, -74.0671087)",LANDIS AVENUE,HASTINGS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,296104,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,11:35,BRONX,10462,40.8567572,-73.8628595,"(40.8567572, -73.8628595)",PELHAM PARKWAY SOUTH,MATTHEWS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,104060,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,11:40,QUEENS,11367,40.7295734,-73.8310564,"(40.7295734, -73.8310564)",136 STREET,68 DRIVE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,234732,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,11:45,BRONX,10461,40.8420169,-73.8508367,"(40.8420169, -73.8508367)",SEDDON STREET,FULLER STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,89624,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,11:45,BROOKLYN,11209,40.6234622,-74.0310592,"(40.6234622, -74.0310592)",86 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,142049,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/13/2013,11:55,MANHATTAN,10016,40.7457696,-73.9704212,"(40.7457696, -73.9704212)",EAST 38 STREET,FDR DRIVE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,33862,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/13/2013,12:00,BROOKLYN,11230,40.6191056,-73.9583095,"(40.6191056, -73.9583095)",CHESTNUT AVENUE,EAST 17 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,148992,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
1/13/2013,12:21,QUEENS,11415,40.7100269,-73.8340529,"(40.7100269, -73.8340529)",PARK LANE SOUTH,BEVERLY ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,205200,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,12:26,BROOKLYN,11214,40.5957763,-73.9882217,"(40.5957763, -73.9882217)",BENSON AVENUE,BAY 40 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,122775,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,12:30,QUEENS,11358,40.7691897,-73.8008938,"(40.7691897, -73.8008938)",164 STREET,32 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,248539,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/13/2013,12:40,QUEENS,11436,40.6773731,-73.792317,"(40.6773731, -73.792317)",147 STREET,120 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,269445,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,12:45,QUEENS,11372,40.749062,-73.8908172,"(40.749062, -73.8908172)",37 AVENUE,75 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,281125,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
1/13/2013,12:45,,,,,,HYLAN BOULEVARD,CLOVE ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,296102,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,12:50,BROOKLYN,11232,40.6501456,-74.0050741,"(40.6501456, -74.0050741)",41 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,157181,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/13/2013,12:50,,,,,,,,1710 AVENUE Y (PARKING LOT),0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,117968,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,13:00,BROOKLYN,11209,40.631392,-74.0307638,"(40.631392, -74.0307638)",RIDGE BOULEVARD,76 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,142048,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/13/2013,13:00,BROOKLYN,11216,40.6709945,-73.9549534,"(40.6709945, -73.9549534)",BEDFORD AVENUE,LINCOLN PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,173506,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,13:00,QUEENS,11102,40.7734737,-73.9170756,"(40.7734737, -73.9170756)",28 STREET,24 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,274644,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1/13/2013,13:00,,,,,,129 AVENUE,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,222087,UNKNOWN,PASSENGER VEHICLE,,,
1/13/2013,13:03,MANHATTAN,10007,40.7155915,-74.0111069,"(40.7155915, -74.0111069)",WARREN STREET,GREENWICH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1647,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,13:15,BRONX,10461,40.847006,-73.8322799,"(40.847006, -73.8322799)",WESTCHESTER AVENUE,CROSBY AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,89633,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,13:20,,,,,,GLENWOOD STREET,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,260859,SPORT UTILITY / STATION WAGON,,,,
1/13/2013,13:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3023556,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,13:23,STATEN ISLAND,10312,40.5501478,-74.1875721,"(40.5501478, -74.1875721)",ARDEN AVENUE,WOODROW ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,302141,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
1/13/2013,13:30,BROOKLYN,11234,40.6114632,-73.9243649,"(40.6114632, -73.9243649)",FLATBUSH AVENUE,AVENUE T,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,127030,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/13/2013,13:30,STATEN ISLAND,10306,40.5553232,-74.1382275,"(40.5553232, -74.1382275)",TAUNTON STREET,SOUTH RAILROAD AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,296115,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/13/2013,13:42,BROOKLYN,11236,40.6339328,-73.8939492,"(40.6339328, -73.8939492)",AVENUE N,EAST 94 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,145564,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,13:42,MANHATTAN,10035,40.8075979,-73.9371788,"(40.8075979, -73.9371788)",EAST 129 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,60407,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,13:45,MANHATTAN,10022,40.7591654,-73.976743,"(40.7591654, -73.976743)",WEST 51 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,39971,TAXI,PASSENGER VEHICLE,,,
1/13/2013,13:58,BRONX,10453,40.84758,-73.9231892,"(40.84758, -73.9231892)",UNDERCLIFF AVENUE,WEST 174 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Backing Unsafely,,,,92883,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/13/2013,14:00,,,40.6110986,-74.1146592,"(40.6110986, -74.1146592)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3122104,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1/13/2013,14:01,QUEENS,11694,40.5778173,-73.8490652,"(40.5778173, -73.8490652)",BEACH 129 STREET,NEWPORT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,201415,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
1/13/2013,14:15,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3097008,MOTORCYCLE,MOTORCYCLE,,,
1/13/2013,14:25,BROOKLYN,11203,40.642134,-73.9293532,"(40.642134, -73.9293532)",UTICA AVENUE,D AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,136851,PASSENGER VEHICLE,UNKNOWN,,,
1/13/2013,14:28,BROOKLYN,11225,40.6692298,-73.9555926,"(40.6692298, -73.9555926)",UNION STREET,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,153445,UNKNOWN,PASSENGER VEHICLE,,,
1/13/2013,14:30,BRONX,10457,40.8556698,-73.8996722,"(40.8556698, -73.8996722)",RYER AVENUE,EAST 182 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,92884,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/13/2013,14:30,MANHATTAN,10006,40.7098244,-74.0148247,"(40.7098244, -74.0148247)",WEST STREET,ALBANY STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,1648,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/13/2013,14:30,QUEENS,11412,40.6948327,-73.7508456,"(40.6948327, -73.7508456)",LINDEN BOULEVARD,201 PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Outside Car Distraction,,,,269393,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
1/13/2013,14:30,,,40.699861,-73.9845744,"(40.699861, -73.9845744)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2983295,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/13/2013,14:39,MANHATTAN,10075,40.7749544,-73.9610101,"(40.7749544, -73.9610101)",PARK AVENUE,EAST 78 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Physical Disability,,,,47178,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
