DATES,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,INJURED,KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
1/15/2013,13:35,STATEN ISLAND,10306,40.5870756,-74.1039242,"(40.5870756, -74.1039242)",SEAVER AVENUE,RICHMOND ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,296168,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
1/15/2013,13:36,QUEENS,11385,40.7004921,-73.9014133,"(40.7004921, -73.9014133)",MYRTLE AVENUE,CENTRE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,215141,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
1/15/2013,13:40,,,,,,BUFFALO AVENUE,EAST NEW YORK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,173520,PASSENGER VEHICLE,UNKNOWN,,,
1/15/2013,13:40,,,,,,QUEENS BOULEVARD,VANDAM STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,,,,,240891,LARGE COM VEH(6 OR MORE TIRES),,,,
1/15/2013,13:43,QUEENS,11106,40.7634232,-73.9405343,"(40.7634232, -73.9405343)",9 STREET,35 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,274661,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
1/15/2013,13:45,BROOKLYN,11230,40.6170038,-73.9691095,"(40.6170038, -73.9691095)",AVENUE M,OCEAN PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,131504,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/15/2013,13:45,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2879257,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/15/2013,13:58,QUEENS,11432,40.7139261,-73.8021121,"(40.7139261, -73.8021121)",164 STREET,CHAPIN PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,234739,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/15/2013,14:00,STATEN ISLAND,10308,40.5492406,-74.1533711,"(40.5492406, -74.1533711)",AMBOY ROAD,SEELEY LANE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,296174,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/15/2013,14:06,QUEENS,11103,40.760517,-73.9077931,"(40.760517, -73.9077931)",49 STREET,30 AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,274659,PASSENGER VEHICLE,UNKNOWN,,,
1/15/2013,14:08,QUEENS,11101,40.7440288,-73.9261524,"(40.7440288, -73.9261524)",39 STREET,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,240861,PASSENGER VEHICLE,LIVERY VEHICLE,,,
1/15/2013,14:10,BROOKLYN,11229,40.5953422,-73.9538125,"(40.5953422, -73.9538125)",GRAVESEND NECK ROAD,EAST 17 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,117988,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,14:15,BRONX,10461,40.8457742,-73.8464296,"(40.8457742, -73.8464296)",POPLAR STREET,JARRETT PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,104072,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
1/15/2013,14:20,BROOKLYN,11210,40.6236572,-73.9530509,"(40.6236572, -73.9530509)",EAST 23 STREET,AVENUE K,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,149010,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/15/2013,14:30,QUEENS,11428,40.7238865,-73.7338418,"(40.7238865, -73.7338418)",222 STREET,FAIRBURY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,222109,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/15/2013,14:30,,,,,,,,2035 RALPH AVENUE(PARKING LOT),0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,127046,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/15/2013,14:31,BROOKLYN,11201,40.6889031,-73.9809286,"(40.6889031, -73.9809286)",FLATBUSH AVENUE,FULTON STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,188947,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
1/15/2013,14:35,QUEENS,11362,40.7561776,-73.7263458,"(40.7561776, -73.7263458)",252 STREET,63 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,260871,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
1/15/2013,14:36,BROOKLYN,11213,40.6774132,-73.9303181,"(40.6774132, -73.9303181)",ATLANTIC AVENUE,UTICA AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,173521,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,14:40,BRONX,10462,40.854504,-73.8677044,"(40.854504, -73.8677044)",LYDIG AVENUE,WHITEPLAINS ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,104076,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
1/15/2013,14:40,QUEENS,11416,40.6866483,-73.8490677,"(40.6866483, -73.8490677)",95 AVENUE,93 STREET,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,205218,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,14:44,BROOKLYN,11249,40.7211812,-73.9586497,"(40.7211812, -73.9586497)",WYTHE AVENUE,NORTH 10 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,199079,PASSENGER VEHICLE,UNKNOWN,,,
1/15/2013,14:44,STATEN ISLAND,10314,40.5889546,-74.1675905,"(40.5889546, -74.1675905)",RICHMOND AVENUE,RICHMOND HILL ROAD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,296170,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,14:45,,,,,,VANDERVOORT AVENUE,MEEKER AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,199077,SPORT UTILITY / STATION WAGON,OTHER,,,
1/15/2013,14:50,MANHATTAN,10029,40.7906273,-73.9424349,"(40.7906273, -73.9424349)",EAST 106 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,56149,PASSENGER VEHICLE,BICYCLE,,,
1/15/2013,14:55,BROOKLYN,11207,40.6725823,-73.8912164,"(40.6725823, -73.8912164)",MILLER AVENUE,PITKIN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,165668,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
1/15/2013,14:55,QUEENS,11419,40.6938306,-73.8288643,"(40.6938306, -73.8288643)",118 STREET,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,205211,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,15:00,MANHATTAN,10038,40.7095562,-74.0064348,"(40.7095562, -74.0064348)",WILLIAM STREET,FULTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1657,VAN,OTHER,,,
1/15/2013,15:00,QUEENS,11364,40.7353395,-73.7556917,"(40.7353395, -73.7556917)",BELL BOULEVARD,PECK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,260867,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,15:00,QUEENS,11418,40.6992153,-73.8160874,"(40.6992153, -73.8160874)",135 STREET,91 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,205220,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,15:00,QUEENS,11421,40.6952339,-73.8598452,"(40.6952339, -73.8598452)",85 STREET,85 ROAD,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,205217,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1/15/2013,15:04,BRONX,10473,40.8096186,-73.8532248,"(40.8096186, -73.8532248)",GILDERSLEEVE AVENUE,STEPHENS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,82165,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/15/2013,15:04,STATEN ISLAND,10314,40.5907084,-74.1657874,"(40.5907084, -74.1657874)",NOME AVENUE,RICHMOND AVENUE,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,296171,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,15:05,BRONX,10462,40.8424703,-73.8533367,"(40.8424703, -73.8533367)",EAST TREMONT AVENUE,CASTLEHILL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,104077,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,15:05,BROOKLYN,11236,40.6405845,-73.9189307,"(40.6405845, -73.9189307)",FOSTER AVENUE,EAST 80 STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Fatigued/Drowsy,,,,145581,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,15:10,MANHATTAN,10017,40.7487997,-73.969846,"(40.7487997, -73.969846)",EAST 42 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,33880,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/15/2013,15:10,QUEENS,11354,40.7704086,-73.8246674,"(40.7704086, -73.8246674)",PARSONS BOULEVARD,BAYSIDE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,248573,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,15:11,MANHATTAN,10014,40.7416259,-74.006972,"(40.7416259, -74.006972)",WEST 14 STREET,WASHINGTON STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,10301,SMALL COM VEH(4 TIRES),SPORT UTILITY / STATION WAGON,,,
1/15/2013,15:12,BRONX,10458,40.8622592,-73.8958844,"(40.8622592, -73.8958844)",VALENTINE AVENUE,EAST FORDHAM ROAD,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,92892,PASSENGER VEHICLE,VAN,,,
1/15/2013,15:13,BRONX,10466,40.8927087,-73.8445416,"(40.8927087, -73.8445416)",EDENWALD AVENUE,EDSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,96481,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1/15/2013,15:13,,,,,,30 PLACE,BORDEN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,240839,OTHER,UNKNOWN,,,
1/15/2013,15:14,MANHATTAN,10034,40.872316,-73.9127363,"(40.872316, -73.9127363)",WEST 220 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,70825,PASSENGER VEHICLE,UNKNOWN,,,
1/15/2013,15:20,BRONX,10461,40.8391702,-73.8362823,"(40.8391702, -73.8362823)",DUDLEY AVENUE,EAST TREMONT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,89638,PASSENGER VEHICLE,OTHER,,,
1/15/2013,15:25,MANHATTAN,10065,40.7599125,-73.9588098,"(40.7599125, -73.9588098)",EAST 61 STREET,YORK AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,47196,VAN,SPORT UTILITY / STATION WAGON,,,
1/15/2013,15:30,,,,,,,,200 E 161 ST (PARKING LOT),0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,86248,PASSENGER VEHICLE,UNKNOWN,,,
1/15/2013,15:30,,,40.5858421,-73.9378751,"(40.5858421, -73.9378751)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2943880,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,15:30,,,40.7626784,-73.9543321,"(40.7626784, -73.9543321)",,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,2848653,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/15/2013,15:35,BROOKLYN,11201,40.6882267,-73.9953341,"(40.6882267, -73.9953341)",CONGRESS STREET,CLINTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,171327,OTHER,PASSENGER VEHICLE,,,
1/15/2013,15:35,QUEENS,11377,40.7415137,-73.8905481,"(40.7415137, -73.8905481)",74 STREET,44 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,256420,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
1/15/2013,15:35,,,,,,SHEEPSHEAD BAY ROAD,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,117986,PASSENGER VEHICLE,VAN,,,
1/15/2013,15:40,MANHATTAN,10017,40.7566073,-73.976502,"(40.7566073, -73.976502)",EAST 48 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,39997,PICK-UP TRUCK,PASSENGER VEHICLE,,,
1/15/2013,15:50,BROOKLYN,11201,40.694276,-73.9924235,"(40.694276, -73.9924235)",MONTAGUE STREET,CLINTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,188949,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
1/15/2013,15:50,QUEENS,11421,40.6859635,-73.8565294,"(40.6859635, -73.8565294)",85 STREET,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,205216,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,15:50,,,,,,,,MUNI LOT 39 AVE & PRINCE ST,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,248582,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,16:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3045146,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
1/15/2013,16:05,BROOKLYN,11207,40.6545182,-73.8822143,"(40.6545182, -73.8822143)",VAN SICLEN AVENUE,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,165673,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,16:10,MANHATTAN,10003,40.7346179,-73.9862126,"(40.7346179, -73.9862126)",3 AVENUE,EAST 16 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,23038,TAXI,TAXI,,,
1/15/2013,16:15,QUEENS,11693,40.6030305,-73.8200508,"(40.6030305, -73.8200508)",CROSS BAY BOULEVARD,EAST 14 ROAD,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,201416,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/15/2013,16:15,,,,,,MEEKER AVENUE,KINGSLAND AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,199078,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/15/2013,16:18,BRONX,10465,40.8241775,-73.8072113,"(40.8241775, -73.8072113)",FIRST AVENUE,MAIN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,89636,OTHER,PASSENGER VEHICLE,,,
1/15/2013,16:26,BRONX,10453,40.8518022,-73.9092172,"(40.8518022, -73.9092172)",WEST TREMONT AVENUE,JEROME AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,92894,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,16:30,BRONX,10456,40.8347206,-73.9111992,"(40.8347206, -73.9111992)",FINDLAY AVENUE,EAST 169 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,86249,SPORT UTILITY / STATION WAGON,VAN,,,
1/15/2013,16:30,BROOKLYN,11204,40.62051,-73.9924679,"(40.62051, -73.9924679)",65 STREET,17 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,122789,VAN,PASSENGER VEHICLE,,,
1/15/2013,16:30,BROOKLYN,11237,40.699531,-73.9110367,"(40.699531, -73.9110367)",WYCKOFF AVENUE,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,185441,OTHER,OTHER,,,
1/15/2013,16:30,,,40.7044959,-73.817418,"(40.7044959, -73.817418)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2997741,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,16:30,,,40.7169595,-73.8265455,"(40.7169595, -73.8265455)",,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,2997743,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/15/2013,16:31,BROOKLYN,11220,40.6360756,-74.0089534,"(40.6360756, -74.0089534)",8 AVENUE,59 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,131508,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/15/2013,16:45,MANHATTAN,10022,40.7583082,-73.9629257,"(40.7583082, -73.9629257)",EAST 57 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,33898,TAXI,SPORT UTILITY / STATION WAGON,,,
1/15/2013,17:00,BROOKLYN,11214,40.5979254,-73.9871915,"(40.5979254, -73.9871915)",86 STREET,25 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,122792,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,17:00,QUEENS,11379,40.7124417,-73.894019,"(40.7124417, -73.894019)",METROPOLITAN AVENUE,65 LANE,,0,0,0,0,0,0,0,0,,,,,,215148,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/15/2013,17:00,,,40.6924673,-73.8108147,"(40.6924673, -73.8108147)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3000022,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,17:00,,,,,,,,,0,0,0,0,0,0,0,0,Prescription Medication,Traffic Control Disregarded,,,,3045113,SMALL COM VEH(4 TIRES),TAXI,,,
1/15/2013,17:05,MANHATTAN,10021,40.7675352,-73.9532491,"(40.7675352, -73.9532491)",YORK AVENUE,EAST 73 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,47201,PASSENGER VEHICLE,,,,
1/15/2013,17:10,,,40.6224169,-73.8964742,"(40.6224169, -73.8964742)",,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,2960147,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,17:10,,,40.7901567,-73.9367462,"(40.7901567, -73.9367462)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2853525,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,17:15,MANHATTAN,10065,40.7662396,-73.9602318,"(40.7662396, -73.9602318)",2 AVENUE,EAST 68 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,47200,OTHER,TAXI,,,
1/15/2013,17:15,QUEENS,11373,40.7464408,-73.8798178,"(40.7464408, -73.8798178)",GLEANE STREET,BRITTON AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,256426,SPORT UTILITY / STATION WAGON,VAN,,,
1/15/2013,17:19,MANHATTAN,10022,40.7570751,-73.9698495,"(40.7570751, -73.9698495)",EAST 52 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,33881,TAXI,UNKNOWN,,,
1/15/2013,17:20,,,,,,CYPRESS HILLS STREET,COOPER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,215143,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,17:23,,,,,,PELHAM PARKWAY SOUTH,BOSTON ROAD,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,104079,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,17:25,BRONX,10467,40.8856931,-73.8616389,"(40.8856931, -73.8616389)",EAST 222 STREET,WHITE PLAINS ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,96483,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,17:30,BROOKLYN,11206,40.7006238,-73.9364393,"(40.7006238, -73.9364393)",BUSHWICK AVENUE,FORREST STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,185438,OTHER,OTHER,,,
1/15/2013,17:30,BROOKLYN,11221,40.6982146,-73.9240501,"(40.6982146, -73.9240501)",MYRTLE AVENUE,STOCKHOLM STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,185435,PASSENGER VEHICLE,UNKNOWN,,,
1/15/2013,17:35,BRONX,10458,40.8587638,-73.8973575,"(40.8587638, -73.8973575)",VALENTINE AVENUE,EAST 184 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,92895,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/15/2013,17:40,MANHATTAN,10013,40.71728,-73.9954294,"(40.71728, -73.9954294)",HESTER STREET,BOWERY,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,6645,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
1/15/2013,17:50,MANHATTAN,10029,40.7876927,-73.9414769,"(40.7876927, -73.9414769)",EAST 103 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,56147,PASSENGER VEHICLE,TAXI,,,
1/15/2013,17:50,STATEN ISLAND,10306,40.5757283,-74.1260486,"(40.5757283, -74.1260486)",MORLEY AVENUE,EBONY STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,296132,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/15/2013,17:51,BRONX,10462,40.8320346,-73.8447521,"(40.8320346, -73.8447521)",POWELL AVENUE,ZEREGA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,82166,PASSENGER VEHICLE,UNKNOWN,,,
1/15/2013,17:54,BROOKLYN,11235,40.5851414,-73.9664997,"(40.5851414, -73.9664997)",OCEAN PARKWAY,NIXON COURT,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,114417,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,18:00,MANHATTAN,10022,40.7609285,-73.969133,"(40.7609285, -73.969133)",EAST 57 STREET,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,,39994,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,TAXI,
1/15/2013,18:00,QUEENS,11365,40.7418629,-73.7841371,"(40.7418629, -73.7841371)",192 STREET,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Other Electronic Device,Unspecified,,,,260872,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/15/2013,18:00,,,,,,HAVEN ESPLANADE,CASTLETON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,286840,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
1/15/2013,18:10,MANHATTAN,10036,40.7591044,-73.9921418,"(40.7591044, -73.9921418)",WEST 43 STREET,9 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,39993,LARGE COM VEH(6 OR MORE TIRES),BUS,,,
1/15/2013,18:12,,,,,,EAST 125 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,60416,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1/15/2013,18:15,QUEENS,11101,40.7527275,-73.9229666,"(40.7527275, -73.9229666)",NORTHERN BOULEVARD,41 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,274666,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1/15/2013,18:15,,,,,,HAMILTON AVENUE,HENRY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,171315,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1/15/2013,18:19,BRONX,10475,40.8760226,-73.8338592,"(40.8760226, -73.8338592)",BAYCHESTER AVENUE,DONIZETTI PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,89635,SPORT UTILITY / STATION WAGON,BUS,,,
1/15/2013,18:20,,,40.7419379,-73.9726274,"(40.7419379, -73.9726274)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,Unspecified,,2839232,PASSENGER VEHICLE,TAXI,TAXI,PASSENGER VEHICLE,
1/15/2013,18:30,BROOKLYN,11238,40.6857643,-73.9730728,"(40.6857643, -73.9730728)",FULTON STREET,GREENE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,192325,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,18:30,QUEENS,11101,40.742488,-73.9566697,"(40.742488, -73.9566697)",51 AVENUE,5 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,240842,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
1/15/2013,18:30,QUEENS,11355,40.7546608,-73.8331043,"(40.7546608, -73.8331043)",SANFORD AVENUE,COLLEGE POINT BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,248574,PASSENGER VEHICLE,LIVERY VEHICLE,,,
1/15/2013,18:30,QUEENS,11412,40.7096692,-73.7551402,"(40.7096692, -73.7551402)",204 STREET,104 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,210024,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,18:30,QUEENS,11434,40.6802969,-73.7628122,"(40.6802969, -73.7628122)",MERRICK BOULEVARD,130 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,269407,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1/15/2013,18:30,,,,,,,,PARKING LOT OF 976 3 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,157196,PASSENGER VEHICLE,UNKNOWN,,,
1/15/2013,18:30,,,40.6961135,-73.9640461,"(40.6961135, -73.9640461)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2985335,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
1/15/2013,18:35,,,,,,190 STREET,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Driver Inattention/Distraction,,,,210030,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
